scientific_name;GPE;GPE
Canis lupus;namo;1
Canis lupus;safaris;1
Canis lupus;the Kalahari Kingdom/Tiger Tales;1
Canis lupus;the Oregon Territory;1
Canis lupus;the State of the River Report;1
Canis lupus;the United States Fish and Wildlife Service;1
Canis lupus;tho city;1
Canis lupus;tho hill;1
Canis lupus;tho plains;1
Canis lupus;trailcam;1
Canis lupus;us;1
Canis lupus;us tho;1
Canis lupus;whero;1
Canis lupus;zoos;1
Caperea marginata;Parata;9
Caperea marginata;Australia;8
Caperea marginata;Congo;8
Caperea marginata;New Zealand;8
Caperea marginata;Northern Ireland;6
Caperea marginata;Port Hacking;6
Caperea marginata;UK;6
Caperea marginata;Pygmy;5
Caperea marginata;Virunga;5
Caperea marginata;Flores;4
Caperea marginata;Japan;4
Caperea marginata;Jibbon Beach;4
Caperea marginata;Kauai;4
Caperea marginata;Sydney;4
Caperea marginata;Victoria;4
Caperea marginata;America;3
Caperea marginata;Goma;3
Caperea marginata;Italy;3
Caperea marginata;U.S.;3
Caperea marginata;Whangārei;3
Caperea marginata;Xcalak;3
Caperea marginata;Apollo Beach;2
Caperea marginata;Bridport;2
Caperea marginata;Hawaii;2
Caperea marginata;NE;2
Caperea marginata;New Guinea;2
Caperea marginata;North Kivu;2
Caperea marginata;Portland;2
Caperea marginata;Rampasasa;2
Caperea marginata;South Taranaki;2
Caperea marginata;Tasmania;2
Caperea marginata;Aberystwyth;1
Caperea marginata;Alaska;1
Caperea marginata;Argentina;1
Caperea marginata;Austin;1
Caperea marginata;Belize;1
Caperea marginata;Bundeena;1
Caperea marginata;California;1
Caperea marginata;Cape Bailey;1
Caperea marginata;Carn;1
Caperea marginata;Cronulla Beach;1
Caperea marginata;Cyprus;1
Caperea marginata;Eloura;1
Caperea marginata;Hamelin Bay;1
Caperea marginata;Iceland;1
Caperea marginata;India;1
Caperea marginata;Indonesia;1
Caperea marginata;Jakarta;1
Caperea marginata;Kaupokonui;1
Caperea marginata;Killarney Beach;1
Caperea marginata;Kinshasa;1
Caperea marginata;Maui;1
Caperea marginata;Melanesia;1
Caperea marginata;Monash;1
Caperea marginata;Mount Nyiragongo;1
Caperea marginata;NW;1
Caperea marginata;Ngātiwai;1
Caperea marginata;Norway;1
Caperea marginata;Nyiragongo;1
Caperea marginata;Oahu;1
Caperea marginata;Oaxaca;1
Caperea marginata;Okinawa;1
Caperea marginata;Oregon;1
Caperea marginata;Papua New Guinea;1
Caperea marginata;Perth;1
Caperea marginata;Peru;1
Caperea marginata;Port Jackson;1
Caperea marginata;Pātaua;1
Caperea marginata;Q.R.;1
Caperea marginata;Santa Cruz;1
Caperea marginata;Sarcopterygii;1
Caperea marginata;Scotland;1
Caperea marginata;Shark Island;1
Caperea marginata;Sicily;1
Caperea marginata;South Australia;1
Caperea marginata;Spalding Cove;1
Caperea marginata;Stewart Island;1
Caperea marginata;Swallow Rock;1
Caperea marginata;Sydney Harbour;1
Caperea marginata;Texas;1
Caperea marginata;Vancouver;1
Caperea marginata;Wales;1
Caperea marginata;Wanda;1
Caperea marginata;Wattamolla Beach;1
Caperea marginata;Ynyslas;1
Caperea marginata;tasmania;1
Caperea marginata;the Democratic Republic of the;1
Caperea marginata;the Democratic Republic of the Congo;1
Caperea marginata;the Golden State;1
Caperea marginata;the Republic of Ireland;1
Caperea marginata;the Republic of the;1
Caperea marginata;the United Kingdom;1
Ceratotherium simum;Sudan;83
Ceratotherium simum;Kenya;74
Ceratotherium simum;South Africa;36
Ceratotherium simum;Safari Park;15
Ceratotherium simum;the Czech Republic;15
Ceratotherium simum;Botswana;10
Ceratotherium simum;Italy;10
Ceratotherium simum;Texas;10
Ceratotherium simum;China;9
Ceratotherium simum;Germany;9
Ceratotherium simum;San Diego;9
Ceratotherium simum;Ceratotherium;8
Ceratotherium simum;U.S.;7
Ceratotherium simum;Uganda;7
Ceratotherium simum;Vietnam;7
Ceratotherium simum;Indonesia;6
Ceratotherium simum;Namibia;6
Ceratotherium simum;US;6
Ceratotherium simum;Masai;5
Ceratotherium simum;Sumatran;5
Ceratotherium simum;Australia;4
Ceratotherium simum;Central Africa;4
Ceratotherium simum;Chad;4
Ceratotherium simum;India;4
Ceratotherium simum;Ireland;4
Ceratotherium simum;Tanzania;4
Ceratotherium simum;Zimbabwe;4
Ceratotherium simum;ZooTampa;4
Ceratotherium simum;AP;3
Ceratotherium simum;Calif.;3
Ceratotherium simum;Chitwan;3
Ceratotherium simum;Minnesota;3
Ceratotherium simum;Mongabay;3
Ceratotherium simum;Nepal;3
Ceratotherium simum;Serengeti;3
Ceratotherium simum;South Africa's;3
Ceratotherium simum;UK;3
Ceratotherium simum;America;2
Ceratotherium simum;Colombia;2
Ceratotherium simum;County Limerick;2
Ceratotherium simum;Czech Republic;2
Ceratotherium simum;East Africa;2
Ceratotherium simum;Escondido;2
Ceratotherium simum;Israel;2
Ceratotherium simum;Japan;2
Ceratotherium simum;Javan;2
Ceratotherium simum;Las Vegas;2
Ceratotherium simum;Makatea;2
Ceratotherium simum;Missouri;2
Ceratotherium simum;NAIROBI;2
Ceratotherium simum;Nairobi;2
Ceratotherium simum;New York;2
Ceratotherium simum;New York City;2
Ceratotherium simum;Pentland;2
Ceratotherium simum;SAN;2
Ceratotherium simum;Seychelles;2
Ceratotherium simum;South Korea;2
Ceratotherium simum;Swaziland;2
Ceratotherium simum;Thailand;2
Ceratotherium simum;USA;2
Ceratotherium simum;Zambia;2
Ceratotherium simum;the Democratic Republic of Congo;2
Ceratotherium simum;the Democratic Republic of the Congo;2
Ceratotherium simum;the United Kingdom;2
Ceratotherium simum;the United States;2
Ceratotherium simum;@ZooTampa;1
Ceratotherium simum;Argentina;1
Ceratotherium simum;Austin;1
Ceratotherium simum;BRUSSELS;1
Ceratotherium simum;Belgium;1
Ceratotherium simum;Berlin;1
Ceratotherium simum;Brightest Africa;1
Ceratotherium simum;Cambodia;1
Ceratotherium simum;Canada;1
Ceratotherium simum;Cape Town;1
Ceratotherium simum;Chauvet;1
Ceratotherium simum;Conservancy;1
Ceratotherium simum;Cremona;1
Ceratotherium simum;DRC;1
Ceratotherium simum;Democratic Republic of Congo;1
Ceratotherium simum;Durban;1
Ceratotherium simum;Durham;1
Ceratotherium simum;Dvůr;1
Ceratotherium simum;Eswatini;1
Ceratotherium simum;FL;1
Ceratotherium simum;Fatou;1
Ceratotherium simum;Florida;1
Ceratotherium simum;France;1
Ceratotherium simum;GABORONE;1
Ceratotherium simum;"Getty Images

";1
Ceratotherium simum;Houston;1
Ceratotherium simum;Java Island;1
Ceratotherium simum;Joshua;1
Ceratotherium simum;Kafue;1
Ceratotherium simum;Kalahari;1
Ceratotherium simum;Kalimantan;1
Ceratotherium simum;Kampala;1
Ceratotherium simum;Kamwengwe;1
Ceratotherium simum;Kaziranga National Park;1
Ceratotherium simum;Korea;1
Ceratotherium simum;Kwazulu-Natal;1
Ceratotherium simum;Laikipia;1
Ceratotherium simum;Laikipia National Park;1
Ceratotherium simum;Lima;1
Ceratotherium simum;Livingstone;1
Ceratotherium simum;Malaga;1
Ceratotherium simum;Malawi;1
Ceratotherium simum;Malaysia;1
Ceratotherium simum;Mexico;1
Ceratotherium simum;Mozambique;1
Ceratotherium simum;Nanyuki;1
Ceratotherium simum;Nevada;1
Ceratotherium simum;New Sumatran;1
Ceratotherium simum;New York City's;1
Ceratotherium simum;North Carolina;1
Ceratotherium simum;Okavango Delta;1
Ceratotherium simum;Oklahoma;1
Ceratotherium simum;Ontario;1
Ceratotherium simum;Palm Springs;1
Ceratotherium simum;Patagonia;1
Ceratotherium simum;Pietermaritzburg;1
Ceratotherium simum;Queens;1
Ceratotherium simum;Rathkeale;1
Ceratotherium simum;Rhinoceros;1
Ceratotherium simum;Rubirizi;1
Ceratotherium simum;Rwanda;1
Ceratotherium simum;SAN DIEGO;1
Ceratotherium simum;SINGAPORE;1
Ceratotherium simum;Safari Niagara;1
Ceratotherium simum;Safari Park's;1
Ceratotherium simum;Salt River Mortuary;1
Ceratotherium simum;Santiago;1
Ceratotherium simum;Singapore;1
Ceratotherium simum;Skukuza, South Africa;1
Ceratotherium simum;South Lake;1
Ceratotherium simum;St. Helena;1
Ceratotherium simum;St. Paul;1
Ceratotherium simum;Stevensville;1
Ceratotherium simum;Stewards;1
Ceratotherium simum;Switzerland;1
Ceratotherium simum;Tahoe;1
Ceratotherium simum;Tampa;1
Ceratotherium simum;Tasmania;1
Ceratotherium simum;Waco;1
Ceratotherium simum;Yemen;1
Ceratotherium simum;Zambezian Miombo Woodlands;1
Ceratotherium simum;buffalo;1
Ceratotherium simum;central Africa;1
Ceratotherium simum;east Africa;1
Ceratotherium simum;eastern Democratic Republic of the Congo;1
Ceratotherium simum;elands;1
Ceratotherium simum;elephant ivory;1
Ceratotherium simum;pic.twitter.com/94klYUHfQp;1
Ceratotherium simum;roan antelope;1
Ceratotherium simum;the Czech Republic's;1
Ceratotherium simum;the Democractic Republic of Congo;1
Ceratotherium simum;the District of Nevada;1
Ceratotherium simum;the West Norwegian Fjords;1
Ceratotherium simum;thornveld;1
Ceratotherium simum;us @livescience;1
Ceratotherium simum simum;Sudan;49
Ceratotherium simum simum;South Africa;18
Ceratotherium simum simum;Kenya;17
Ceratotherium simum simum;Ceratotherium;13
Ceratotherium simum simum;Namibia;9
Ceratotherium simum simum;Sumatran;8
Ceratotherium simum simum;Safari Park;7
Ceratotherium simum simum;China;6
Ceratotherium simum simum;Vietnam;6
Ceratotherium simum simum;San Diego;5
Ceratotherium simum simum;the Czech Republic;5
Ceratotherium simum simum;Uganda;4
Ceratotherium simum simum;ZooTampa;4
Ceratotherium simum simum;Chad;3
Ceratotherium simum simum;Garden;3
Ceratotherium simum simum;Malaysia;3
Ceratotherium simum simum;Central Africa;2
Ceratotherium simum simum;Colombia;2
Ceratotherium simum simum;Fla.;2
Ceratotherium simum simum;Florida;2
Ceratotherium simum simum;La Jolla;2
Ceratotherium simum simum;PALM BEACH COUNTY;2
Ceratotherium simum simum;Palm Beach County;2
Ceratotherium simum simum;South Africa’s;2
Ceratotherium simum simum;the Democratic Republic of the Congo;2
Ceratotherium simum simum;America;1
Ceratotherium simum simum;Animal Kingdom;1
Ceratotherium simum simum;Aquaria;1
Ceratotherium simum simum;Belle;1
Ceratotherium simum simum;Berlin;1
Ceratotherium simum simum;Borneo;1
Ceratotherium simum simum;Cambridge;1
Ceratotherium simum simum;Canada;1
Ceratotherium simum simum;Congo;1
Ceratotherium simum simum;Cremona;1
Ceratotherium simum simum;Czechoslovakia;1
Ceratotherium simum simum;Escondido;1
Ceratotherium simum simum;Expedition Africa;1
Ceratotherium simum simum;FLORIDA;1
Ceratotherium simum simum;Fatu;1
Ceratotherium simum simum;France;1
Ceratotherium simum simum;Geneva;1
Ceratotherium simum simum;India;1
Ceratotherium simum simum;Italy;1
Ceratotherium simum simum;Japan;1
Ceratotherium simum simum;Kalimantan;1
Ceratotherium simum simum;Kruger Park;1
Ceratotherium simum simum;MELBOURNE;1
Ceratotherium simum simum;Madagascar;1
Ceratotherium simum simum;Massachusetts;1
Ceratotherium simum simum;NASHVILLE;1
Ceratotherium simum simum;Nabire;1
Ceratotherium simum simum;Nepal;1
Ceratotherium simum simum;SC;1
Ceratotherium simum simum;San Diego City College;1
Ceratotherium simum simum;San Diego County;1
Ceratotherium simum simum;San Diego’s;1
Ceratotherium simum simum;Saving Sudan;1
Ceratotherium simum simum;Singapore;1
Ceratotherium simum simum;South Sudan;1
Ceratotherium simum simum;Swaziland;1
Ceratotherium simum simum;TAMPA;1
Ceratotherium simum simum;Tenn.;1
Ceratotherium simum simum;Thawing;1
Ceratotherium simum simum;Vienna;1
Ceratotherium simum simum;Yemen;1
Ceratotherium simum simum;Zimbabwe;1
Ceratotherium simum simum;northeastern Democratic Republic of the Congo;1
Ceratotherium simum simum;the Democratic Republic of Congo;1
Crocodylus acutus;Florida;27
Crocodylus acutus;Cuba;20
Crocodylus acutus;MT;7
Crocodylus acutus;the United States;7
Crocodylus acutus;Costa Rica;6
Crocodylus acutus;Palo Verde;6
Crocodylus acutus;Jamaica;5
Crocodylus acutus;South Florida;4
Crocodylus acutus;U.S.;4
Crocodylus acutus;Australia;3
Crocodylus acutus;Turkey;3
Crocodylus acutus;Argentina;2
Crocodylus acutus;Coral Gables;2
Crocodylus acutus;Fla.;2
Crocodylus acutus;Mecistops;2
Crocodylus acutus;Miami;2
Crocodylus acutus;Moscow;2
Crocodylus acutus;Satellite Beach;2
Crocodylus acutus;South Africa;2
Crocodylus acutus;Sweden;2
Crocodylus acutus;US;2
Crocodylus acutus;Alabama;1
Crocodylus acutus;BOY;1
Crocodylus acutus;CBSMiami;1
Crocodylus acutus;Chapel Hill;1
Crocodylus acutus;Congo;1
Crocodylus acutus;Cookeville;1
Crocodylus acutus;Everglades;1
Crocodylus acutus;Finland;1
Crocodylus acutus;Gables;1
Crocodylus acutus;Gainesville;1
Crocodylus acutus;Grand Cayman Island;1
Crocodylus acutus;Indonesia;1
Crocodylus acutus;Islamorada;1
Crocodylus acutus;KINGSTON;1
Crocodylus acutus;Lake Apopka;1
Crocodylus acutus;Madagascar;1
Crocodylus acutus;Managua;1
Crocodylus acutus;Martin County;1
Crocodylus acutus;Melstrom;1
Crocodylus acutus;Miami-Dade;1
Crocodylus acutus;Murray;1
Crocodylus acutus;North Carolina;1
Crocodylus acutus;North Florida;1
Crocodylus acutus;North Miami;1
Crocodylus acutus;ORLANDO;1
Crocodylus acutus;Panama;1
Crocodylus acutus;Raleigh;1
Crocodylus acutus;San José;1
Crocodylus acutus;San Pedro;1
Crocodylus acutus;Skansen;1
Crocodylus acutus;South Miami;1
Crocodylus acutus;St Andrew;1
Crocodylus acutus;St Catherine;1
Crocodylus acutus;Stockholm;1
Crocodylus acutus;Tucson;1
Crocodylus acutus;Virginia;1
Crocodylus acutus;blacktigersdream;1
Crocodylus acutus;the Dominican Republic's;1
Crocodylus acutus;the Soviet Union;1
Crocodylus acutus;us @livescience;1
Crocodylus acutus;Веlіzе;1
Crocodylus cataphractus;Ghana;18
Crocodylus cataphractus;Delhi;15
Crocodylus cataphractus;Mecistops;12
Crocodylus cataphractus;West Africa;6
Crocodylus cataphractus;Gwazi;5
Crocodylus cataphractus;Khudsar;5
Crocodylus cataphractus;Liberia;5
Crocodylus cataphractus;Florida;4
Crocodylus cataphractus;Tampa;4
Crocodylus cataphractus;Cameroon;3
Crocodylus cataphractus;Central Africa;3
Crocodylus cataphractus;Hastinapur;3
Crocodylus cataphractus;Pennsylvania;3
Crocodylus cataphractus;U.S.;3
Crocodylus cataphractus;Abidjan;2
Crocodylus cataphractus;Côte d'Ivoire;2
Crocodylus cataphractus;Monrovia;2
Crocodylus cataphractus;Nigeria;2
Crocodylus cataphractus;Nimba County;2
Crocodylus cataphractus;Tigris;2
Crocodylus cataphractus;Albuquerque;1
Crocodylus cataphractus;Allenwood;1
Crocodylus cataphractus;Alpenzoo;1
Crocodylus cataphractus;Bali;1
Crocodylus cataphractus;Bali Island;1
Crocodylus cataphractus;Bong County;1
Crocodylus cataphractus;Bushrod Island;1
Crocodylus cataphractus;Carolinas;1
Crocodylus cataphractus;El Salvador;1
Crocodylus cataphractus;FLORIDA;1
Crocodylus cataphractus;Gambia;1
Crocodylus cataphractus;Ganga;1
Crocodylus cataphractus;Gazetteer;1
Crocodylus cataphractus;India;1
Crocodylus cataphractus;Ireland;1
Crocodylus cataphractus;Jalalpur;1
Crocodylus cataphractus;Kishorpur;1
Crocodylus cataphractus;Kolkata;1
Crocodylus cataphractus;Kpatawee;1
Crocodylus cataphractus;Kukrail;1
Crocodylus cataphractus;London;1
Crocodylus cataphractus;Lucknow;1
Crocodylus cataphractus;Makhdumpur;1
Crocodylus cataphractus;Manhattan;1
Crocodylus cataphractus;Montserrado;1
Crocodylus cataphractus;Mysuru;1
Crocodylus cataphractus;New Mexico;1
Crocodylus cataphractus;New York City;1
Crocodylus cataphractus;Ostrich;1
Crocodylus cataphractus;San Salvador;1
Crocodylus cataphractus;Senegal;1
Crocodylus cataphractus;Stanleyville;1
Crocodylus cataphractus;Tampa City Councilman;1
Crocodylus cataphractus;Tanzania;1
Crocodylus cataphractus;Tunisia;1
Crocodylus cataphractus;USA;1
Crocodylus cataphractus;Uganda;1
Crocodylus cataphractus;United States;1
Crocodylus cataphractus;Wallaby;1
Crocodylus cataphractus;Zoological Park;1
Crocodylus cataphractus;chinkaras;1
Crocodylus cataphractus;the Delhi ridge;1
Crocodylus cataphractus;the Obuasi Municipality;1
Crocodylus cataphractus;the United States;1
Crocodylus intermedius;Colombia;19
Crocodylus intermedius;Ecuador;9
Crocodylus intermedius;Venezuela;9
Crocodylus intermedius;Brazil;6
Crocodylus intermedius;Orinoco;6
Crocodylus intermedius;Peru;5
Crocodylus intermedius;Castilla;4
Crocodylus intermedius;Maikuchiga;3
Crocodylus intermedius;St. Lucia;3
Crocodylus intermedius;California;2
Crocodylus intermedius;Canada;2
Crocodylus intermedius;Ecocanoa;2
Crocodylus intermedius;Entropika;2
Crocodylus intermedius;Macedonia;2
Crocodylus intermedius;Ontario;2
Crocodylus intermedius;Orinocos;2
Crocodylus intermedius;Bolivar;1
Crocodylus intermedius;Coca;1
Crocodylus intermedius;Czech Republic;1
Crocodylus intermedius;Ecopetrol;1
Crocodylus intermedius;Enter Brownsville's;1
Crocodylus intermedius;Hooghly;1
Crocodylus intermedius;India;1
Crocodylus intermedius;Mongabay;1
Crocodylus intermedius;Panama;1
Crocodylus intermedius;Proyecto Petramaz;1
Crocodylus intermedius;Quito;1
Crocodylus intermedius;Texas;1
Crocodylus intermedius;UK;1
Crocodylus intermedius;Welland;1
Crocodylus intermedius;the United States;1
Crocodylus mindorensis;Philippines;79
Crocodylus mindorensis;Indonesia;12
Crocodylus mindorensis;China;11
Crocodylus mindorensis;Mindanao;10
Crocodylus mindorensis;Malaysia;9
Crocodylus mindorensis;Manila;7
Crocodylus mindorensis;Mexico;7
Crocodylus mindorensis;Vietnam;7
Crocodylus mindorensis;India;6
Crocodylus mindorensis;Queensland;6
Crocodylus mindorensis;Russia;6
Crocodylus mindorensis;Asean;5
Crocodylus mindorensis;Australia;5
Crocodylus mindorensis;Bunawan;4
Crocodylus mindorensis;Cambodia;4
Crocodylus mindorensis;Laos;4
Crocodylus mindorensis;Switzerland;4
Crocodylus mindorensis;Thailand;4
Crocodylus mindorensis;Agusan;3
Crocodylus mindorensis;Borneo;3
Crocodylus mindorensis;Dicatian Lake;3
Crocodylus mindorensis;Idaho;3
Crocodylus mindorensis;Isabela Province;3
Crocodylus mindorensis;Sudan;3
Crocodylus mindorensis;the Democratic Republic of Congo;3
Crocodylus mindorensis;Arlington;2
Crocodylus mindorensis;Brazil;2
Crocodylus mindorensis;Cameroon;2
Crocodylus mindorensis;Chicago;2
Crocodylus mindorensis;Czech Republic;2
Crocodylus mindorensis;Kenya;2
Crocodylus mindorensis;Leaver;2
Crocodylus mindorensis;Los Baños;2
Crocodylus mindorensis;Mongabay;2
Crocodylus mindorensis;Montana;2
Crocodylus mindorensis;New Zealand;2
Crocodylus mindorensis;Nigeria;2
Crocodylus mindorensis;Palawan;2
Crocodylus mindorensis;Rockhampton;2
Crocodylus mindorensis;San Mariano;2
Crocodylus mindorensis;Sri Lanka;2
Crocodylus mindorensis;Sumatran;2
Crocodylus mindorensis;U.S.;2
Crocodylus mindorensis;the United States;2
Crocodylus mindorensis;Assam;1
Crocodylus mindorensis;BARMM;1
Crocodylus mindorensis;Babuyan Islands;1
Crocodylus mindorensis;Baja California;1
Crocodylus mindorensis;Bangsamoro;1
Crocodylus mindorensis;Bhitarkanika;1
Crocodylus mindorensis;Bhutan;1
Crocodylus mindorensis;Britain;1
Crocodylus mindorensis;Bukidnon;1
Crocodylus mindorensis;California;1
Crocodylus mindorensis;Canada;1
Crocodylus mindorensis;Cape Floristic Region of South Africa;1
Crocodylus mindorensis;Caucasus;1
Crocodylus mindorensis;Central Chile;1
Crocodylus mindorensis;Cerrado;1
Crocodylus mindorensis;Chester;1
Crocodylus mindorensis;Colombia;1
Crocodylus mindorensis;Cotabato;1
Crocodylus mindorensis;DAVAO CITY;1
Crocodylus mindorensis;DRC;1
Crocodylus mindorensis;Dallas;1
Crocodylus mindorensis;Davao Region;1
Crocodylus mindorensis;Davao del;1
Crocodylus mindorensis;Divilacan;1
Crocodylus mindorensis;Dumaran;1
Crocodylus mindorensis;EU;1
Crocodylus mindorensis;Ecuador;1
Crocodylus mindorensis;England;1
Crocodylus mindorensis;Fauna;1
Crocodylus mindorensis;Fitzroy;1
Crocodylus mindorensis;Fort Worth;1
Crocodylus mindorensis;Guadalupe;1
Crocodylus mindorensis;Guatemala;1
Crocodylus mindorensis;Isabela;1
Crocodylus mindorensis;Japan;1
Crocodylus mindorensis;Jolo;1
Crocodylus mindorensis;Kalimantan;1
Crocodylus mindorensis;Kapalong;1
Crocodylus mindorensis;Koorana;1
Crocodylus mindorensis;Laguna;1
Crocodylus mindorensis;Lampung;1
Crocodylus mindorensis;Lanao del Sur;1
Crocodylus mindorensis;London;1
Crocodylus mindorensis;Mesoamerica;1
Crocodylus mindorensis;Micronesia;1
Crocodylus mindorensis;Mindanao Region;1
Crocodylus mindorensis;Nepal;1
Crocodylus mindorensis;New Caledonia;1
Crocodylus mindorensis;North Sulawesi;1
Crocodylus mindorensis;Norway;1
Crocodylus mindorensis;Paghungawan Marsh;1
Crocodylus mindorensis;Palanan;1
Crocodylus mindorensis;Panay;1
Crocodylus mindorensis;Philipines;1
Crocodylus mindorensis;Polynesia;1
Crocodylus mindorensis;Prague;1
Crocodylus mindorensis;Pseudoryx;1
Crocodylus mindorensis;Puerto Princesa;1
Crocodylus mindorensis;Ratchaburi;1
Crocodylus mindorensis;Samar;1
Crocodylus mindorensis;San Antonio’s;1
Crocodylus mindorensis;Siargao Island;1
Crocodylus mindorensis;South Korea;1
Crocodylus mindorensis;South Korea’s;1
Crocodylus mindorensis;Southwest Australia;1
Crocodylus mindorensis;Sundaland;1
Crocodylus mindorensis;Surigao del;1
Crocodylus mindorensis;Tanzania;1
Crocodylus mindorensis;Tawi-Tawi;1
Crocodylus mindorensis;Texas;1
Crocodylus mindorensis;The Netherlands;1
Crocodylus mindorensis;Totoaba;1
Crocodylus mindorensis;US;1
Crocodylus mindorensis;Uganda;1
Crocodylus mindorensis;Ukraine;1
Crocodylus mindorensis;Victoria;1
Crocodylus mindorensis;West Africa;1
Crocodylus mindorensis;Yunnan;1
Crocodylus mindorensis;Zoos Victoria;1
Crocodylus mindorensis;barangays;1
Crocodylus mindorensis;kampong;1
Crocodylus mindorensis;leadbeater;1
Crocodylus mindorensis;tamaraw;1
Crocodylus mindorensis;the Bangsamoro Autonomous Region;1
Crocodylus mindorensis;the Luang Prabang morning;1
Crocodylus mindorensis;totoaba;1
Crocodylus moreletii;Mexico;30
Crocodylus moreletii;Guatemala;17
Crocodylus moreletii;Belize;14
Crocodylus moreletii;Florida;14
Crocodylus moreletii;Louisiana;10
Crocodylus moreletii;California;9
Crocodylus moreletii;Mongabay;8
Crocodylus moreletii;US;8
Crocodylus moreletii;Australia;7
Crocodylus moreletii;Hong Kong;6
Crocodylus moreletii;U.S.;6
Crocodylus moreletii;the United States;6
Crocodylus moreletii;Alaska;4
Crocodylus moreletii;Canada;4
Crocodylus moreletii;Britain;3
Crocodylus moreletii;Guatemalan;3
Crocodylus moreletii;J.F.S.;3
Crocodylus moreletii;Laguna del Tigre;3
Crocodylus moreletii;Los Laureles;3
Crocodylus moreletii;Petén;3
Crocodylus moreletii;Sonora;3
Crocodylus moreletii;Texas;3
Crocodylus moreletii;Vancouver Island;3
Crocodylus moreletii;El Chapo's;2
Crocodylus moreletii;Guadalajara;2
Crocodylus moreletii;Mexico City;2
Crocodylus moreletii;Micronesia;2
Crocodylus moreletii;Mississippi;2
Crocodylus moreletii;Monterey Park;2
Crocodylus moreletii;Oxfordshire;2
Crocodylus moreletii;Puerto Escondido;2
Crocodylus moreletii;Russia;2
Crocodylus moreletii;St Marks;2
Crocodylus moreletii;Tulum;2
Crocodylus moreletii;the Cayman Islands;2
Crocodylus moreletii;Aguascalientes;1
Crocodylus moreletii;Alberta;1
Crocodylus moreletii;Baja;1
Crocodylus moreletii;Belizean;1
Crocodylus moreletii;Belmopan;1
Crocodylus moreletii;Bolivia;1
Crocodylus moreletii;British Columbia;1
Crocodylus moreletii;Campeche;1
Crocodylus moreletii;Chamaedorea;1
Crocodylus moreletii;Channel Islands;1
Crocodylus moreletii;Chiapas;1
Crocodylus moreletii;China;1
Crocodylus moreletii;Colorado;1
Crocodylus moreletii;Connemara;1
Crocodylus moreletii;Denver;1
Crocodylus moreletii;Donegal;1
Crocodylus moreletii;Dos Erres;1
Crocodylus moreletii;El Salvador;1
Crocodylus moreletii;England;1
Crocodylus moreletii;Figs;1
Crocodylus moreletii;France;1
Crocodylus moreletii;Guanajuato;1
Crocodylus moreletii;Guatamala;1
Crocodylus moreletii;Indonesia;1
Crocodylus moreletii;Japan;1
Crocodylus moreletii;Kenya;1
Crocodylus moreletii;LOS ANGELES;1
Crocodylus moreletii;Labrador;1
Crocodylus moreletii;Lake Placid;1
Crocodylus moreletii;Los Angeles;1
Crocodylus moreletii;Los Ciervos;1
Crocodylus moreletii;Mayo;1
Crocodylus moreletii;Mexico City's;1
Crocodylus moreletii;Milan;1
Crocodylus moreletii;Mongolia;1
Crocodylus moreletii;Montenegro;1
Crocodylus moreletii;México;1
Crocodylus moreletii;NY;1
Crocodylus moreletii;New York;1
Crocodylus moreletii;Normandy;1
Crocodylus moreletii;Oaxaca;1
Crocodylus moreletii;Ocotlan;1
Crocodylus moreletii;Paris;1
Crocodylus moreletii;Philippines;1
Crocodylus moreletii;Quintana Roo;1
Crocodylus moreletii;San Benito;1
Crocodylus moreletii;San Miguel;1
Crocodylus moreletii;Santa Barbara;1
Crocodylus moreletii;Santa Cruz;1
Crocodylus moreletii;Santa Muerte;1
Crocodylus moreletii;Santa Rosa;1
Crocodylus moreletii;Santiago Jamiltepec;1
Crocodylus moreletii;Sligo;1
Crocodylus moreletii;South Florida;1
Crocodylus moreletii;Tabasco;1
Crocodylus moreletii;Tamaulipas;1
Crocodylus moreletii;Tanzania;1
Crocodylus moreletii;Thailand;1
Crocodylus moreletii;Tikal;1
Crocodylus moreletii;Torrance;1
Crocodylus moreletii;UK;1
Crocodylus moreletii;Veracruz;1
Crocodylus moreletii;Witney;1
Crocodylus moreletii;Yellowstone;1
Crocodylus moreletii;Yucatan;1
Crocodylus moreletii;lynx;1
Crocodylus moreletii;the United States Fish and Wildlife Service;1
Crocodylus niloticus;China;45
Crocodylus niloticus;Florida;25
Crocodylus niloticus;South Africa;22
Crocodylus niloticus;Kenya;14
Crocodylus niloticus;Ethiopia;11
Crocodylus niloticus;U.S.;11
Crocodylus niloticus;Zimbabwe;10
Crocodylus niloticus;the United States;8
Crocodylus niloticus;Egypt;7
Crocodylus niloticus;Ghana;7
Crocodylus niloticus;Beijing;6
Crocodylus niloticus;Botswana;6
Crocodylus niloticus;Harar;6
Crocodylus niloticus;Alicante;5
Crocodylus niloticus;Brazil;5
Crocodylus niloticus;Central Africa;5
Crocodylus niloticus;East Africa;5
Crocodylus niloticus;Indonesia;5
Crocodylus niloticus;Lake Abaya;5
Crocodylus niloticus;Sudan;5
Crocodylus niloticus;UK;5
Crocodylus niloticus;Uganda;5
Crocodylus niloticus;Australia;4
Crocodylus niloticus;France;4
Crocodylus niloticus;LTCR;4
Crocodylus niloticus;Namibia;4
Crocodylus niloticus;Norway;4
Crocodylus niloticus;West Africa;4
Crocodylus niloticus;Hong Kong;3
Crocodylus niloticus;London;3
Crocodylus niloticus;Malawi;3
